OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,FUNDE_N,DATIERUNG,DATIERUNG_N,"k-means(BEZ_N, FUNDE_N)","dbscan(BEZ_N, FUNDE_N)","agnes(BEZ_N, FUNDE_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)"
4547545,POINT (16.363316057854227 48.151174987360584),10,0.4090909090909091,Laxenburger Straße (Wiener Eisenbahn AG),,,3,0.5,431,0.5858310626702997,32,0.96875,0,45,0,1,0,0,3,0,0
4547545,POINT (16.363316057854227 48.151174987360584),10,0.4090909090909091,Laxenburger Straße (Wiener Eisenbahn AG),,,3,0.5,548,0.7452316076294278,32,0.96875,0,-1,0,3,0,0,2,0,0
4547545,POINT (16.363316057854227 48.151174987360584),10,0.4090909090909091,Laxenburger Straße (Wiener Eisenbahn AG),,,3,0.5,68,0.0912806539509536,32,0.96875,2,-1,0,1,0,0,3,0,0
4547546,POINT (16.363675813966434 48.213190423168335),1,0.0,Schottengasse,4,,1,0.0,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4547547,POINT (16.440985916441115 48.160837003075116),11,0.4545454545454545,Neugebäude,,,2,0.25,422,0.5735694822888283,27,0.8125,1,33,0,2,0,0,1,0,0
4547547,POINT (16.440985916441115 48.160837003075116),11,0.4545454545454545,Neugebäude,,,2,0.25,630,0.8569482288828338,27,0.8125,0,143,0,3,0,0,2,0,0
4547548,POINT (16.26778105821988 48.1901521006882),13,0.5454545454545455,Firmiangasse,27,,1,0.0,701,0.9536784741144414,21,0.625,1,92,0,3,0,0,2,0,0
4547549,POINT (16.41031772938498 48.19645259507055),3,0.0909090909090909,Stadionbrücke,,,1,0.0,319,0.433242506811989,9,0.25,2,16,0,0,1,0,0,0,0
4547550,POINT (16.38485531642309 48.195120961414865),3,0.0909090909090909,Rennweg (Sacre Coeur),31,33a,3,0.5,610,0.829700272479564,27,0.8125,0,-1,0,3,0,0,2,0,0
4547550,POINT (16.38485531642309 48.195120961414865),3,0.0909090909090909,Rennweg (Sacre Coeur),31,33a,3,0.5,158,0.2138964577656675,27,0.8125,2,56,0,1,0,0,3,0,0
4547550,POINT (16.38485531642309 48.195120961414865),3,0.0909090909090909,Rennweg (Sacre Coeur),31,33a,3,0.5,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547551,POINT (16.344234887487715 48.19713876828873),7,0.2727272727272727,,2,4,1,0.0,513,0.6975476839237057,21,0.625,0,-1,0,3,0,0,2,0,0
4547552,POINT (16.39606353452441 48.197025666974156),3,0.0909090909090909,Apostelgasse,36,,1,0.0,319,0.433242506811989,28,0.84375,2,16,0,1,0,0,3,0,0
4547553,POINT (16.38900781032853 48.19238085492784),3,0.0909090909090909,Göschlgasse,,,1,0.0,377,0.5122615803814714,27,0.8125,2,74,0,1,0,0,3,0,0
4547554,POINT (16.42047361394338 48.131032722997766),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,709,0.9645776566757494,27,0.8125,0,63,0,3,0,0,2,0,0
4547554,POINT (16.42047361394338 48.131032722997766),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,319,0.433242506811989,27,0.8125,2,47,0,1,0,0,3,0,0
4547554,POINT (16.42047361394338 48.131032722997766),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,715,0.9727520435967304,27,0.8125,0,63,0,3,0,0,2,0,0
4547555,POINT (16.3692339806047 48.21179654698409),1,0.0,Judenplatz,7,,2,0.25,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4547556,POINT (16.44143747995074 48.158527417263706),11,0.4545454545454545,Neugebäude,,,1,0.0,457,0.6212534059945504,33,1.0,1,-1,0,2,0,0,1,0,0
4547557,POINT (16.34218537396433 48.16049568775906),10,0.4090909090909091,"Wienerberg, Inzersdorf",,,3,0.5,530,0.720708446866485,27,0.8125,0,-1,0,3,0,0,2,0,0
4547557,POINT (16.34218537396433 48.16049568775906),10,0.4090909090909091,"Wienerberg, Inzersdorf",,,3,0.5,319,0.433242506811989,27,0.8125,2,47,0,1,0,0,3,0,0
4547558,POINT (16.43637638008287 48.159993713048756),11,0.4545454545454545,"Simmering (Schrebergartenkolonie ""Neugebäude"")",,,3,0.5,223,0.3024523160762942,33,1.0,2,50,0,1,0,0,3,0,0
4547559,POINT (16.466802971135245 48.14954708661117),11,0.4545454545454545,Csokorgasse,32,,3,0.5,68,0.0912806539509536,32,0.96875,2,71,0,1,0,0,3,0,0
4547559,POINT (16.466802971135245 48.14954708661117),11,0.4545454545454545,Csokorgasse,32,,3,0.5,319,0.433242506811989,32,0.96875,1,49,0,1,0,0,3,0,0
4547559,POINT (16.466802971135245 48.14954708661117),11,0.4545454545454545,Csokorgasse,32,,3,0.5,211,0.2861035422343324,32,0.96875,2,-1,0,1,0,0,3,0,0
4547559,POINT (16.466802971135245 48.14954708661117),11,0.4545454545454545,Csokorgasse,32,,3,0.5,73,0.0980926430517711,32,0.96875,2,71,0,1,0,0,3,0,0
4547559,POINT (16.466802971135245 48.14954708661117),11,0.4545454545454545,Csokorgasse,32,,3,0.5,597,0.8119891008174387,32,0.96875,0,-1,0,3,0,0,2,0,0
4547559,POINT (16.466802971135245 48.14954708661117),11,0.4545454545454545,Csokorgasse,32,,3,0.5,548,0.7452316076294278,32,0.96875,0,52,0,3,0,0,2,0,0
4547559,POINT (16.466802971135245 48.14954708661117),11,0.4545454545454545,Csokorgasse,32,,3,0.5,337,0.4577656675749318,32,0.96875,1,-1,0,1,0,0,3,0,0
4547560,POINT (16.331962923465593 48.21808040364514),17,0.7272727272727273,Elterleinplatz,,,2,0.25,462,0.6280653950953679,27,0.8125,1,72,1,2,0,2,1,0,1
4547561,POINT (16.384467102177748 48.19504453885284),3,0.0909090909090909,Rennweg,16,,2,0.25,422,0.5735694822888283,27,0.8125,0,35,0,1,0,0,3,0,0
4547562,POINT (16.416165235965536 48.12685949211874),10,0.4090909090909091,Georg-Wiesmayer-Gasse,,,1,0.0,715,0.9727520435967304,27,0.8125,0,63,0,3,0,0,2,0,0
4547562,POINT (16.416165235965536 48.12685949211874),10,0.4090909090909091,Georg-Wiesmayer-Gasse,,,1,0.0,626,0.8514986376021798,27,0.8125,0,64,0,3,0,0,2,0,0
4547563,POINT (16.375057358317004 48.20266805081222),1,0.0,Schubertring,8,,2,0.25,120,0.162125340599455,21,0.625,2,3,0,1,0,0,3,0,0
4547563,POINT (16.375057358317004 48.20266805081222),1,0.0,Schubertring,8,,2,0.25,715,0.9727520435967304,21,0.625,0,26,0,3,0,0,2,0,0
4547563,POINT (16.375057358317004 48.20266805081222),1,0.0,Schubertring,8,,2,0.25,626,0.8514986376021798,21,0.625,0,27,0,3,0,0,2,0,0
4547564,POINT (16.47271805497623 48.16032813911424),11,0.4545454545454545,Kaiser-Ebersdorfer-Straße (Schloß Kaiserebersdorf),297,,1,0.0,156,0.2111716621253406,9,0.25,2,144,0,0,1,0,0,0,0
4547565,POINT (16.404812678301543 48.12573758664983),10,0.4090909090909091,Scheunenstraße,,,1,0.0,180,0.2438692098092643,32,0.96875,2,55,0,1,0,0,3,0,0
4547566,POINT (16.42050960986133 48.13197919178057),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,422,0.5735694822888283,15,0.4375,0,45,0,0,1,0,0,0,0
4547567,POINT (16.36924746255678 48.211921234017574),1,0.0,Judenplatz,8,,2,0.25,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4547567,POINT (16.36924746255678 48.211921234017574),1,0.0,Judenplatz,8,,2,0.25,319,0.433242506811989,11,0.3125,2,2,0,0,1,0,0,0,0
4547568,POINT (16.372469856622978 48.20636547332516),1,0.0,Rauhensteingasse,6,8,2,0.25,241,0.326975476839237,11,0.3125,2,25,0,0,1,0,0,0,0
4547568,POINT (16.372469856622978 48.20636547332516),1,0.0,Rauhensteingasse,6,8,2,0.25,319,0.433242506811989,11,0.3125,2,2,0,0,1,0,0,0,0
4547569,POINT (16.334994625259597 48.15690526728878),23,1.0,Inzersdorf,,,2,0.25,426,0.5790190735694823,27,0.8125,1,119,1,2,0,2,1,0,1
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,722,0.9822888283378748,27,0.8125,0,26,0,3,0,0,2,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,428,0.5817438692098093,27,0.8125,0,13,0,1,0,0,3,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,479,0.6512261580381471,27,0.8125,0,13,0,3,0,0,3,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,650,0.8841961852861036,27,0.8125,0,27,0,3,0,0,2,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,644,0.8760217983651226,27,0.8125,0,27,0,3,0,0,2,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,568,0.7724795640326976,27,0.8125,0,28,0,3,0,0,2,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,319,0.433242506811989,27,0.8125,2,2,0,1,0,0,3,0,0
4547570,POINT (16.379318404555143 48.20801454799217),1,0.0,Dominikanerbastei,,,3,0.5,211,0.2861035422343324,27,0.8125,2,25,0,1,0,0,3,0,0
4547571,POINT (16.41736992180623 48.17339425157225),11,0.4545454545454545,Simmeringer Hauptstraße,109,131,2,0.25,630,0.8569482288828338,33,1.0,0,143,0,3,0,0,2,0,0
4547572,POINT (16.39091927075644 48.197729382373716),3,0.0909090909090909,Arenbergpark,,,1,0.0,298,0.4046321525885558,21,0.625,2,80,0,1,0,0,3,0,0
4547573,POINT (16.420319501685356 48.13526082930553),10,0.4090909090909091,Klederinger Straße,,,1,0.0,319,0.433242506811989,28,0.84375,2,47,0,1,0,0,3,0,0
4547574,POINT (16.33234577116048 48.176884566309155),12,0.4999999999999999,Pachmüllergasse,22,,3,0.5,374,0.5081743869209809,21,0.625,1,-1,0,2,0,0,1,0,0
4547574,POINT (16.33234577116048 48.176884566309155),12,0.4999999999999999,Pachmüllergasse,22,,3,0.5,519,0.7057220708446866,21,0.625,1,-1,0,2,0,0,1,0,0
4547574,POINT (16.33234577116048 48.176884566309155),12,0.4999999999999999,Pachmüllergasse,22,,3,0.5,124,0.167574931880109,21,0.625,2,-1,0,2,0,0,3,0,0
4547574,POINT (16.33234577116048 48.176884566309155),12,0.4999999999999999,Pachmüllergasse,22,,3,0.5,428,0.5817438692098093,21,0.625,1,94,0,2,0,0,1,0,0
4547574,POINT (16.33234577116048 48.176884566309155),12,0.4999999999999999,Pachmüllergasse,22,,3,0.5,221,0.2997275204359673,21,0.625,1,120,0,2,0,0,1,0,0
4547574,POINT (16.33234577116048 48.176884566309155),12,0.4999999999999999,Pachmüllergasse,22,,3,0.5,653,0.888283378746594,21,0.625,0,-1,0,3,0,0,2,0,0
4547575,POINT (16.383627030233757 48.19565173485509),3,0.0909090909090909,Reisnerstraße,,,1,0.0,560,0.7615803814713896,27,0.8125,0,19,0,3,0,0,2,0,0
4547576,POINT (16.38677295516241 48.19278207848369),3,0.0909090909090909,Keilgasse,2,6,1,0.0,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547577,POINT (16.400537565884584 48.19514108846411),3,0.0909090909090909,Baumgasse,37,39,1,0.0,214,0.2901907356948228,33,1.0,2,17,0,1,0,0,3,0,0
4547578,POINT (16.37137670240856 48.18827289541941),4,0.1363636363636363,Graf-Starhemberg-Gasse,32,,2,0.25,422,0.5735694822888283,33,1.0,0,62,0,1,0,0,3,0,0
4547578,POINT (16.37137670240856 48.18827289541941),4,0.1363636363636363,Graf-Starhemberg-Gasse,32,,2,0.25,650,0.8841961852861036,33,1.0,0,-1,0,3,0,0,2,0,0
4547579,POINT (16.387306688784225 48.195991826942276),3,0.0909090909090909,Ungargasse,69,,3,0.5,223,0.3024523160762942,27,0.8125,2,17,0,1,0,0,3,0,0
4547579,POINT (16.387306688784225 48.195991826942276),3,0.0909090909090909,Ungargasse,69,,3,0.5,548,0.7452316076294278,27,0.8125,0,19,0,3,0,0,2,0,0
4547580,POINT (16.36909286370028 48.19909463838685),4,0.1363636363636363,Resselgasse,,,1,0.0,319,0.433242506811989,11,0.3125,2,23,0,0,1,0,0,0,0
4547580,POINT (16.36909286370028 48.19909463838685),4,0.1363636363636363,Resselgasse,,,1,0.0,300,0.4073569482288828,11,0.3125,2,-1,0,0,1,0,0,0,0
4547581,POINT (16.401111016433752 48.19052938971116),3,0.0909090909090909,Landstraßer Hauptstraße,173,175,2,0.25,630,0.8569482288828338,27,0.8125,0,18,0,3,0,0,2,0,0
4547582,POINT (16.394003819469972 48.20228706251069),3,0.0909090909090909,Erdbergstraße,12,14,2,0.25,319,0.433242506811989,21,0.625,2,16,0,1,0,0,3,0,0
4547582,POINT (16.394003819469972 48.20228706251069),3,0.0909090909090909,Erdbergstraße,12,14,2,0.25,211,0.2861035422343324,21,0.625,2,17,0,1,0,0,3,0,0
4547582,POINT (16.394003819469972 48.20228706251069),3,0.0909090909090909,Erdbergstraße,12,14,2,0.25,117,0.1580381471389645,21,0.625,2,22,0,1,0,0,3,0,0
4547582,POINT (16.394003819469972 48.20228706251069),3,0.0909090909090909,Erdbergstraße,12,14,2,0.25,474,0.6444141689373297,21,0.625,0,-1,0,3,0,0,2,0,0
4547582,POINT (16.394003819469972 48.20228706251069),3,0.0909090909090909,Erdbergstraße,12,14,2,0.25,650,0.8841961852861036,21,0.625,0,18,0,3,0,0,2,0,0
4547582,POINT (16.394003819469972 48.20228706251069),3,0.0909090909090909,Erdbergstraße,12,14,2,0.25,337,0.4577656675749318,21,0.625,2,15,0,1,0,0,3,0,0
4547582,POINT (16.394003819469972 48.20228706251069),3,0.0909090909090909,Erdbergstraße,12,14,2,0.25,241,0.326975476839237,21,0.625,2,44,0,1,0,0,3,0,0
4547583,POINT (16.474531844424295 48.1586057043928),11,0.4545454545454545,Münnichplatz,,,3,0.5,422,0.5735694822888283,21,0.625,1,33,0,2,0,0,3,0,0
4547583,POINT (16.474531844424295 48.1586057043928),11,0.4545454545454545,Münnichplatz,,,3,0.5,337,0.4577656675749318,21,0.625,1,-1,0,1,0,0,3,0,0
4547583,POINT (16.474531844424295 48.1586057043928),11,0.4545454545454545,Münnichplatz,,,3,0.5,349,0.4741144414168937,21,0.625,1,-1,0,2,0,0,3,0,0
4547583,POINT (16.474531844424295 48.1586057043928),11,0.4545454545454545,Münnichplatz,,,3,0.5,425,0.5776566757493188,21,0.625,1,33,0,2,0,0,3,0,0
4547584,POINT (16.42016241888403 48.13182098347291),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,1,0.0,715,0.9727520435967304,27,0.8125,0,63,0,3,0,0,2,0,0
4547584,POINT (16.42016241888403 48.13182098347291),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,1,0.0,319,0.433242506811989,27,0.8125,2,47,0,1,0,0,3,0,0
4547585,POINT (16.38933913870605 48.19473945888201),3,0.0909090909090909,Klimschgasse,2,,3,0.5,68,0.0912806539509536,27,0.8125,2,22,0,1,0,0,3,0,0
4547585,POINT (16.38933913870605 48.19473945888201),3,0.0909090909090909,Klimschgasse,2,,3,0.5,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547585,POINT (16.38933913870605 48.19473945888201),3,0.0909090909090909,Klimschgasse,2,,3,0.5,140,0.1893732970027248,27,0.8125,2,56,0,1,0,0,3,0,0
4547585,POINT (16.38933913870605 48.19473945888201),3,0.0909090909090909,Klimschgasse,2,,3,0.5,108,0.1457765667574932,27,0.8125,2,22,0,1,0,0,3,0,0
4547586,POINT (16.385978729049224 48.19459157829996),3,0.0909090909090909,Rennweg,22,,2,0.25,422,0.5735694822888283,33,1.0,0,35,0,1,0,0,3,0,0
4547586,POINT (16.385978729049224 48.19459157829996),3,0.0909090909090909,Rennweg,22,,2,0.25,715,0.9727520435967304,33,1.0,0,21,0,3,0,0,2,0,0
4547587,POINT (16.39654907710815 48.17298078977212),10,0.4090909090909091,Quellenstraße,,,1,0.0,644,0.8760217983651226,27,0.8125,0,53,0,3,0,0,2,0,0
4547587,POINT (16.39654907710815 48.17298078977212),10,0.4090909090909091,Quellenstraße,,,1,0.0,568,0.7724795640326976,27,0.8125,0,54,0,3,0,0,2,0,0
4547588,POINT (16.46480988766212 48.14754810654298),11,0.4545454545454545,Csokorgasse,,,3,0.5,223,0.3024523160762942,32,0.96875,2,50,0,1,0,0,3,0,0
4547588,POINT (16.46480988766212 48.14754810654298),11,0.4545454545454545,Csokorgasse,,,3,0.5,677,0.9209809264305178,32,0.96875,0,-1,0,3,0,0,2,0,0
4547588,POINT (16.46480988766212 48.14754810654298),11,0.4545454545454545,Csokorgasse,,,3,0.5,319,0.433242506811989,32,0.96875,1,49,0,1,0,0,3,0,0
4547588,POINT (16.46480988766212 48.14754810654298),11,0.4545454545454545,Csokorgasse,,,3,0.5,431,0.5858310626702997,32,0.96875,1,33,0,1,0,0,3,0,0
4547589,POINT (16.395354123828902 48.20773510927122),3,0.0909090909090909,Kegelgasse,44,,1,0.0,319,0.433242506811989,9,0.25,2,16,0,0,1,0,0,0,0
4547589,POINT (16.395354123828902 48.20773510927122),3,0.0909090909090909,Kegelgasse,44,,1,0.0,337,0.4577656675749318,9,0.25,2,15,0,0,1,0,0,0,0
4547589,POINT (16.395354123828902 48.20773510927122),3,0.0909090909090909,Kegelgasse,44,,1,0.0,550,0.7479564032697548,9,0.25,0,19,0,0,1,0,0,0,0
4547590,POINT (16.390075492077994 48.203487941090856),3,0.0909090909090909,Landstraßer Hauptstraße,39,,1,0.0,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547590,POINT (16.390075492077994 48.203487941090856),3,0.0909090909090909,Landstraßer Hauptstraße,39,,1,0.0,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547590,POINT (16.390075492077994 48.203487941090856),3,0.0909090909090909,Landstraßer Hauptstraße,39,,1,0.0,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547591,POINT (16.419841397939305 48.13176877755114),10,0.4090909090909091,Kirsteweg,,,1,0.0,498,0.6771117166212535,27,0.8125,0,-1,0,1,0,0,2,0,0
4547591,POINT (16.419841397939305 48.13176877755114),10,0.4090909090909091,Kirsteweg,,,1,0.0,457,0.6212534059945504,27,0.8125,0,48,0,1,0,0,3,0,0
4547592,POINT (16.37229921171911 48.211207035646986),1,0.0,Hoher Markt,,,2,0.25,422,0.5735694822888283,21,0.625,0,13,0,1,0,0,3,0,0
4547593,POINT (16.42053561330558 48.13194287556591),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,422,0.5735694822888283,15,0.4375,0,45,0,0,1,0,0,0,0
4547594,POINT (16.466972707737984 48.14946808511204),11,0.4545454545454545,Csokorgasse,,,3,0.5,319,0.433242506811989,32,0.96875,1,49,0,1,0,0,3,0,0
4547594,POINT (16.466972707737984 48.14946808511204),11,0.4545454545454545,Csokorgasse,,,3,0.5,68,0.0912806539509536,32,0.96875,2,71,0,1,0,0,3,0,0
4547595,POINT (16.379646339909332 48.197465654870065),3,0.0909090909090909,Rennweg,9,,1,0.0,319,0.433242506811989,21,0.625,2,16,0,1,0,0,3,0,0
4547595,POINT (16.379646339909332 48.197465654870065),3,0.0909090909090909,Rennweg,9,,1,0.0,337,0.4577656675749318,21,0.625,2,15,0,1,0,0,3,0,0
4547596,POINT (16.420676716714485 48.132074326445064),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,422,0.5735694822888283,27,0.8125,0,45,0,1,0,0,3,0,0
4547597,POINT (16.356471595271824 48.22171544072457),9,0.3636363636363636,Boltzmanngasse,,,2,0.25,241,0.326975476839237,27,0.8125,2,36,0,1,0,0,3,0,0
4547597,POINT (16.356471595271824 48.22171544072457),9,0.3636363636363636,Boltzmanngasse,,,2,0.25,715,0.9727520435967304,27,0.8125,0,40,0,3,0,0,2,0,0
4547598,POINT (16.341962498703737 48.209405785500145),8,0.3181818181818182,Stolzenthalergasse,,,1,0.0,222,0.3010899182561307,28,0.84375,2,-1,0,1,0,0,3,0,0
4547599,POINT (16.364365447730297 48.213900314901736),1,0.0,Schottenbasteigasse,,,1,0.0,457,0.6212534059945504,27,0.8125,0,13,0,1,0,0,3,0,0
4547600,POINT (16.2808542640738 48.14036717015204),23,1.0,Rudolf Zeller-Gasse,,,2,0.25,696,0.946866485013624,27,0.8125,1,98,1,2,0,2,1,0,1
4547601,POINT (16.349540417349484 48.20528678666574),7,0.2727272727272727,Neustiftgasse,57,59,1,0.0,319,0.433242506811989,21,0.625,2,59,0,1,0,0,3,0,0
4547601,POINT (16.349540417349484 48.20528678666574),7,0.2727272727272727,Neustiftgasse,57,59,1,0.0,300,0.4073569482288828,21,0.625,2,-1,0,1,0,0,3,0,0
4547602,POINT (16.35994145294956 48.21594264884562),9,0.3636363636363636,Sigmund-Freud-Park (Votivkirchenpark),,,2,0.25,422,0.5735694822888283,15,0.4375,0,38,0,0,1,0,0,0,0
4547602,POINT (16.35994145294956 48.21594264884562),9,0.3636363636363636,Sigmund-Freud-Park (Votivkirchenpark),,,2,0.25,319,0.433242506811989,15,0.4375,2,37,0,0,1,0,0,0,0
4547603,POINT (16.340351909559388 48.20267140649085),7,0.2727272727272727,Kaiserstraße,,,3,0.5,223,0.3024523160762942,32,0.96875,2,58,0,1,-1,0,3,0,0
4547603,POINT (16.340351909559388 48.20267140649085),7,0.2727272727272727,Kaiserstraße,,,3,0.5,548,0.7452316076294278,32,0.96875,0,-1,0,3,-1,0,2,0,0
4547603,POINT (16.340351909559388 48.20267140649085),7,0.2727272727272727,Kaiserstraße,,,3,0.5,688,0.935967302452316,32,0.96875,0,-1,0,3,-1,0,2,0,0
4547604,POINT (16.39174022700284 48.19232143336774),3,0.0909090909090909,Aspangstraße,29,,2,0.25,241,0.326975476839237,27,0.8125,2,44,0,1,0,0,3,0,0
4547604,POINT (16.39174022700284 48.19232143336774),3,0.0909090909090909,Aspangstraße,29,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547604,POINT (16.39174022700284 48.19232143336774),3,0.0909090909090909,Aspangstraße,29,,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547604,POINT (16.39174022700284 48.19232143336774),3,0.0909090909090909,Aspangstraße,29,,2,0.25,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547604,POINT (16.39174022700284 48.19232143336774),3,0.0909090909090909,Aspangstraße,29,,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547604,POINT (16.39174022700284 48.19232143336774),3,0.0909090909090909,Aspangstraße,29,,2,0.25,461,0.6267029972752044,27,0.8125,0,20,0,1,0,0,3,0,0
4547604,POINT (16.39174022700284 48.19232143336774),3,0.0909090909090909,Aspangstraße,29,,2,0.25,41,0.0544959128065395,27,0.8125,2,75,0,1,0,0,3,0,0
4547605,POINT (16.365605397574452 48.21136723613082),1,0.0,Freyung,3,,3,0.5,223,0.3024523160762942,27,0.8125,2,25,0,1,0,0,3,0,0
4547605,POINT (16.365605397574452 48.21136723613082),1,0.0,Freyung,3,,3,0.5,428,0.5817438692098093,27,0.8125,0,13,0,1,0,0,3,0,0
4547605,POINT (16.365605397574452 48.21136723613082),1,0.0,Freyung,3,,3,0.5,102,0.1376021798365122,27,0.8125,2,3,0,1,0,0,3,0,0
4547606,POINT (16.356114851269997 48.21767002831103),9,0.3636363636363636,Garnisongasse,22,,3,0.5,428,0.5817438692098093,21,0.625,0,38,0,1,0,0,3,0,0
4547607,POINT (16.348998541604033 48.20033603137252),7,0.2727272727272727,Neubaugasse,17,19,1,0.0,319,0.433242506811989,33,1.0,2,59,0,1,0,0,3,0,0
4547608,POINT (16.35970909039463 48.2014412656525),7,0.2727272727272727,Mariahilfer Straße,8,,1,0.0,319,0.433242506811989,33,1.0,2,59,0,1,0,0,3,0,0
4547609,POINT (16.356246424029926 48.220944844094426),9,0.3636363636363636,Währinger Straße,,,1,0.0,319,0.433242506811989,27,0.8125,2,37,0,1,0,0,3,0,0
4547609,POINT (16.356246424029926 48.220944844094426),9,0.3636363636363636,Währinger Straße,,,1,0.0,715,0.9727520435967304,27,0.8125,0,40,0,3,0,0,2,0,0
4547609,POINT (16.356246424029926 48.220944844094426),9,0.3636363636363636,Währinger Straße,,,1,0.0,644,0.8760217983651226,27,0.8125,0,39,0,3,0,0,2,0,0
4547609,POINT (16.356246424029926 48.220944844094426),9,0.3636363636363636,Währinger Straße,,,1,0.0,568,0.7724795640326976,27,0.8125,0,-1,0,3,0,0,2,0,0
4547609,POINT (16.356246424029926 48.220944844094426),9,0.3636363636363636,Währinger Straße,,,1,0.0,644,0.8760217983651226,27,0.8125,0,39,0,3,0,0,2,0,0
4547609,POINT (16.356246424029926 48.220944844094426),9,0.3636363636363636,Währinger Straße,,,1,0.0,461,0.6267029972752044,27,0.8125,0,70,0,1,0,0,3,0,0
4547610,POINT (16.360226829091346 48.21471995366383),9,0.3636363636363636,Sigmund-Freud-Park,,,3,0.5,223,0.3024523160762942,27,0.8125,2,68,0,1,0,0,3,0,0
4547610,POINT (16.360226829091346 48.21471995366383),9,0.3636363636363636,Sigmund-Freud-Park,,,3,0.5,319,0.433242506811989,27,0.8125,2,37,0,1,0,0,3,0,0
4547611,POINT (16.34154281231561 48.20347554005079),7,0.2727272727272727,Halbgasse,3,5,1,0.0,715,0.9727520435967304,27,0.8125,0,-1,0,3,0,0,2,0,0
4547612,POINT (16.359999147428688 48.21604374751755),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,319,0.433242506811989,27,0.8125,2,37,0,1,0,0,3,0,0
