OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,FUNDE_N,DATIERUNG,DATIERUNG_N,"k-means(BEZ_N, FUNDE_N)","dbscan(BEZ_N, FUNDE_N)","agnes(BEZ_N, FUNDE_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)"
4547488,POINT (16.36424260346225 48.21091645075921),1,0.0,Bankgasse,2,,2,0.25,319,0.433242506811989,9,0.25,2,2,0,0,1,0,0,0,0
4547488,POINT (16.36424260346225 48.21091645075921),1,0.0,Bankgasse,2,,2,0.25,692,0.94141689373297,9,0.25,0,27,0,3,1,0,2,0,0
4547488,POINT (16.36424260346225 48.21091645075921),1,0.0,Bankgasse,2,,2,0.25,650,0.8841961852861036,9,0.25,0,27,0,0,1,0,0,0,0
4547488,POINT (16.36424260346225 48.21091645075921),1,0.0,Bankgasse,2,,2,0.25,715,0.9727520435967304,9,0.25,0,26,0,3,1,0,2,0,0
4547489,POINT (16.391015765008184 48.194484890395636),3,0.0909090909090909,Klimschgasse,,,1,0.0,600,0.8160762942779292,32,0.96875,0,-1,0,3,0,0,2,0,0
4547490,POINT (16.420595370678168 48.13200064985406),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,422,0.5735694822888283,15,0.4375,0,45,0,0,1,0,0,0,0
4547491,POINT (16.37279928628665 48.207886752051586),1,0.0,Stephansplatz,3,,2,0.25,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4547491,POINT (16.37279928628665 48.207886752051586),1,0.0,Stephansplatz,3,,2,0.25,319,0.433242506811989,11,0.3125,2,2,0,0,1,0,0,0,0
4547492,POINT (16.376398276627917 48.196357873244125),3,0.0909090909090909,Prinz-Eugen-Straße,,,1,0.0,103,0.1389645776566757,32,0.96875,2,22,0,1,0,0,3,0,0
4547493,POINT (16.392264997615584 48.20588615963082),3,0.0909090909090909,Marxergasse,34,,2,0.25,422,0.5735694822888283,9,0.25,0,35,0,0,1,0,0,0,0
4547493,POINT (16.392264997615584 48.20588615963082),3,0.0909090909090909,Marxergasse,34,,2,0.25,319,0.433242506811989,9,0.25,2,16,0,0,1,0,0,0,0
4547494,POINT (16.41589218517877 48.13487069927608),10,0.4090909090909091,Unterlaa,,,1,0.0,319,0.433242506811989,32,0.96875,2,47,0,1,0,0,3,0,0
4547495,POINT (16.465778184246812 48.15477518582188),11,0.4545454545454545,Etrichstraße,,,2,0.25,487,0.662125340599455,32,0.96875,1,-1,0,2,0,0,1,0,0
4547495,POINT (16.465778184246812 48.15477518582188),11,0.4545454545454545,Etrichstraße,,,2,0.25,319,0.433242506811989,32,0.96875,1,49,0,1,0,0,3,0,0
4547496,POINT (16.36611998811001 48.21158729293053),1,0.0,Renngasse,2,,2,0.25,422,0.5735694822888283,22,0.65625,0,13,0,1,0,0,3,0,0
4547496,POINT (16.36611998811001 48.21158729293053),1,0.0,Renngasse,2,,2,0.25,319,0.433242506811989,22,0.65625,2,2,0,1,0,0,3,0,0
4547496,POINT (16.36611998811001 48.21158729293053),1,0.0,Renngasse,2,,2,0.25,715,0.9727520435967304,22,0.65625,0,26,0,3,0,0,2,0,0
4547496,POINT (16.36611998811001 48.21158729293053),1,0.0,Renngasse,2,,2,0.25,457,0.6212534059945504,22,0.65625,0,13,0,1,0,0,3,0,0
4547497,POINT (16.245675476042962 48.135501067403915),23,1.0,Promenadeweg,3,,1,0.0,399,0.5422343324250681,32,0.96875,1,-1,1,2,0,2,1,0,1
4547498,POINT (16.38947844678639 48.193052019177216),3,0.0909090909090909,Aspangstraße (Verbindungsbahn),,,1,0.0,413,0.5613079019073569,27,0.8125,0,35,0,1,0,0,3,0,0
4547498,POINT (16.38947844678639 48.193052019177216),3,0.0909090909090909,Aspangstraße (Verbindungsbahn),,,1,0.0,86,0.1158038147138964,27,0.8125,2,22,0,1,0,0,3,0,0
4547498,POINT (16.38947844678639 48.193052019177216),3,0.0909090909090909,Aspangstraße (Verbindungsbahn),,,1,0.0,516,0.7016348773841962,27,0.8125,0,108,0,3,0,0,2,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,68,0.0912806539509536,27,0.8125,2,22,0,1,0,0,3,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,224,0.3038147138964577,27,0.8125,2,17,0,1,0,0,3,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,668,0.9087193460490464,27,0.8125,0,-1,0,3,0,0,2,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,355,0.4822888283378746,27,0.8125,2,74,0,1,0,0,3,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,733,0.997275204359673,27,0.8125,0,-1,0,3,0,0,2,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,522,0.7098092643051771,27,0.8125,0,108,0,3,0,0,2,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,459,0.6239782016348774,27,0.8125,0,20,0,1,0,0,3,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,427,0.5803814713896458,27,0.8125,0,35,0,1,0,0,3,0,0
4547499,POINT (16.394817303474497 48.193572258003805),3,0.0909090909090909,Klimschgasse,19,21,3,0.5,650,0.8841961852861036,27,0.8125,0,18,0,3,0,0,2,0,0
4547500,POINT (16.392810274123697 48.19267222291568),3,0.0909090909090909,Rennweg,58,60,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547500,POINT (16.392810274123697 48.19267222291568),3,0.0909090909090909,Rennweg,58,60,2,0.25,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547500,POINT (16.392810274123697 48.19267222291568),3,0.0909090909090909,Rennweg,58,60,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547500,POINT (16.392810274123697 48.19267222291568),3,0.0909090909090909,Rennweg,58,60,2,0.25,211,0.2861035422343324,27,0.8125,2,17,0,1,0,0,3,0,0
4547500,POINT (16.392810274123697 48.19267222291568),3,0.0909090909090909,Rennweg,58,60,2,0.25,73,0.0980926430517711,27,0.8125,2,22,0,1,0,0,3,0,0
4547500,POINT (16.392810274123697 48.19267222291568),3,0.0909090909090909,Rennweg,58,60,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547500,POINT (16.392810274123697 48.19267222291568),3,0.0909090909090909,Rennweg,58,60,2,0.25,461,0.6267029972752044,27,0.8125,0,20,0,1,0,0,3,0,0
4547501,POINT (16.38309726453072 48.189169207850234),3,0.0909090909090909,Landstraßer Gürtel,3,,1,0.0,457,0.6212534059945504,33,1.0,0,20,0,1,0,0,3,0,0
4547502,POINT (16.394631072934324 48.192124530502674),3,0.0909090909090909,Rennweg,85,87,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547502,POINT (16.394631072934324 48.192124530502674),3,0.0909090909090909,Rennweg,85,87,2,0.25,630,0.8569482288828338,27,0.8125,0,18,0,3,0,0,2,0,0
4547503,POINT (16.388246286051956 48.192862772927846),3,0.0909090909090909,Hohlweggasse,,,3,0.5,374,0.5081743869209809,27,0.8125,2,74,0,1,0,0,3,0,0
4547503,POINT (16.388246286051956 48.192862772927846),3,0.0909090909090909,Hohlweggasse,,,3,0.5,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547504,POINT (16.42803246980832 48.16287388243923),11,0.4545454545454545,Simmeringer Hauptstraße,251,,2,0.25,630,0.8569482288828338,33,1.0,0,143,0,3,0,0,2,0,0
4547505,POINT (16.47343973660015 48.15984908768229),11,0.4545454545454545,Kaiser-Ebersdorfer-Straße,297,,2,0.25,422,0.5735694822888283,21,0.625,1,33,0,2,0,0,1,0,0
4547505,POINT (16.47343973660015 48.15984908768229),11,0.4545454545454545,Kaiser-Ebersdorfer-Straße,297,,2,0.25,319,0.433242506811989,21,0.625,1,49,0,1,0,0,3,0,0
4547505,POINT (16.47343973660015 48.15984908768229),11,0.4545454545454545,Kaiser-Ebersdorfer-Straße,297,,2,0.25,211,0.2861035422343324,21,0.625,2,-1,0,1,0,0,3,0,0
4547505,POINT (16.47343973660015 48.15984908768229),11,0.4545454545454545,Kaiser-Ebersdorfer-Straße,297,,2,0.25,435,0.5912806539509536,21,0.625,1,33,0,2,0,0,1,0,0
4547506,POINT (16.385358218587434 48.19982054989266),3,0.0909090909090909,Tongasse,10,,2,0.25,650,0.8841961852861036,21,0.625,0,18,0,3,0,0,2,0,0
4547506,POINT (16.385358218587434 48.19982054989266),3,0.0909090909090909,Tongasse,10,,2,0.25,319,0.433242506811989,21,0.625,2,16,0,1,0,0,3,0,0
4547507,POINT (16.385295714598833 48.19327761793524),3,0.0909090909090909,Jacquingasse,17,,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547507,POINT (16.385295714598833 48.19327761793524),3,0.0909090909090909,Jacquingasse,17,,2,0.25,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547507,POINT (16.385295714598833 48.19327761793524),3,0.0909090909090909,Jacquingasse,17,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547507,POINT (16.385295714598833 48.19327761793524),3,0.0909090909090909,Jacquingasse,17,,2,0.25,157,0.2125340599455041,27,0.8125,2,56,0,1,0,0,3,0,0
4547507,POINT (16.385295714598833 48.19327761793524),3,0.0909090909090909,Jacquingasse,17,,2,0.25,92,0.1239782016348773,27,0.8125,2,22,0,1,0,0,3,0,0
4547507,POINT (16.385295714598833 48.19327761793524),3,0.0909090909090909,Jacquingasse,17,,2,0.25,241,0.326975476839237,27,0.8125,2,44,0,1,0,0,3,0,0
4547508,POINT (16.386057246285066 48.19314237310144),3,0.0909090909090909,Gerlgasse,,,1,0.0,377,0.5122615803814714,27,0.8125,2,74,0,1,0,0,3,0,0
4547509,POINT (16.416357257545133 48.141949484529306),10,0.4090909090909091,Oberlaa (Flur Unteres Feld),,,1,0.0,457,0.6212534059945504,22,0.65625,0,48,0,1,0,0,3,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,223,0.3024523160762942,27,0.8125,2,17,0,1,0,0,3,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,211,0.2861035422343324,27,0.8125,2,17,0,1,0,0,3,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,337,0.4577656675749318,27,0.8125,2,15,0,1,0,0,3,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,715,0.9727520435967304,27,0.8125,0,21,0,3,0,0,2,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,548,0.7452316076294278,27,0.8125,0,19,0,3,0,0,2,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,377,0.5122615803814714,27,0.8125,2,74,0,1,0,0,3,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547510,POINT (16.389984286025207 48.192532819174765),3,0.0909090909090909,Kleistgasse,,,3,0.5,174,0.2356948228882834,27,0.8125,2,56,0,1,0,0,3,0,0
4547511,POINT (16.417984224388608 48.17278534874798),11,0.4545454545454545,Simmeringer Hauptstraße,119,127,2,0.25,630,0.8569482288828338,33,1.0,0,143,0,3,0,0,2,0,0
4547512,POINT (16.386379198080956 48.19432631916891),3,0.0909090909090909,Rennweg,24,,2,0.25,422,0.5735694822888283,27,0.8125,0,35,0,1,0,0,3,0,0
4547513,POINT (16.394587494067082 48.1923254527783),3,0.0909090909090909,Hafengasse,13,,2,0.25,241,0.326975476839237,28,0.84375,2,44,0,1,0,0,3,0,0
4547513,POINT (16.394587494067082 48.1923254527783),3,0.0909090909090909,Hafengasse,13,,2,0.25,61,0.0817438692098092,28,0.84375,2,22,0,1,0,0,3,0,0
4547513,POINT (16.394587494067082 48.1923254527783),3,0.0909090909090909,Hafengasse,13,,2,0.25,650,0.8841961852861036,28,0.84375,0,18,0,3,0,0,2,0,0
4547513,POINT (16.394587494067082 48.1923254527783),3,0.0909090909090909,Hafengasse,13,,2,0.25,644,0.8760217983651226,28,0.84375,0,18,0,3,0,0,2,0,0
4547513,POINT (16.394587494067082 48.1923254527783),3,0.0909090909090909,Hafengasse,13,,2,0.25,568,0.7724795640326976,28,0.84375,0,19,0,3,0,0,2,0,0
4547513,POINT (16.394587494067082 48.1923254527783),3,0.0909090909090909,Hafengasse,13,,2,0.25,319,0.433242506811989,28,0.84375,2,16,0,1,0,0,3,0,0
4547513,POINT (16.394587494067082 48.1923254527783),3,0.0909090909090909,Hafengasse,13,,2,0.25,715,0.9727520435967304,28,0.84375,0,21,0,3,0,0,2,0,0
4547514,POINT (16.39589411333943 48.20655607924793),3,0.0909090909090909,Weißgerberlände,58,,1,0.0,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547515,POINT (16.41797672896889 48.13104605756264),10,0.4090909090909091,Kirsteweg,,,2,0.25,422,0.5735694822888283,27,0.8125,0,45,0,1,0,0,3,0,0
4547516,POINT (16.39415164564777 48.19199882305744),3,0.0909090909090909,Hafengasse,15,,1,0.0,319,0.433242506811989,28,0.84375,2,16,0,1,0,0,3,0,0
4547516,POINT (16.39415164564777 48.19199882305744),3,0.0909090909090909,Hafengasse,15,,1,0.0,69,0.0926430517711171,28,0.84375,2,22,0,1,0,0,3,0,0
4547517,POINT (16.393366387437634 48.20036033904189),3,0.0909090909090909,Landstraßer Hauptstraße,75,77,2,0.25,630,0.8569482288828338,27,0.8125,0,18,0,3,0,0,2,0,0
4547517,POINT (16.393366387437634 48.20036033904189),3,0.0909090909090909,Landstraßer Hauptstraße,75,77,2,0.25,214,0.2901907356948228,27,0.8125,2,17,0,1,0,0,3,0,0
4547517,POINT (16.393366387437634 48.20036033904189),3,0.0909090909090909,Landstraßer Hauptstraße,75,77,2,0.25,288,0.3910081743869209,27,0.8125,2,79,0,1,0,0,3,0,0
4547517,POINT (16.393366387437634 48.20036033904189),3,0.0909090909090909,Landstraßer Hauptstraße,75,77,2,0.25,326,0.4427792915531335,27,0.8125,2,16,0,1,0,0,3,0,0
4547518,POINT (16.383208831761422 48.19556120104776),3,0.0909090909090909,Rennweg,12a,,2,0.25,422,0.5735694822888283,28,0.84375,0,35,0,1,0,0,3,0,0
4547518,POINT (16.383208831761422 48.19556120104776),3,0.0909090909090909,Rennweg,12a,,2,0.25,644,0.8760217983651226,28,0.84375,0,18,0,3,0,0,2,0,0
4547518,POINT (16.383208831761422 48.19556120104776),3,0.0909090909090909,Rennweg,12a,,2,0.25,568,0.7724795640326976,28,0.84375,0,19,0,3,0,0,2,0,0
4547518,POINT (16.383208831761422 48.19556120104776),3,0.0909090909090909,Rennweg,12a,,2,0.25,319,0.433242506811989,28,0.84375,2,16,0,1,0,0,3,0,0
4547518,POINT (16.383208831761422 48.19556120104776),3,0.0909090909090909,Rennweg,12a,,2,0.25,650,0.8841961852861036,28,0.84375,0,18,0,3,0,0,2,0,0
4547518,POINT (16.383208831761422 48.19556120104776),3,0.0909090909090909,Rennweg,12a,,2,0.25,457,0.6212534059945504,28,0.84375,0,20,0,1,0,0,3,0,0
4547518,POINT (16.383208831761422 48.19556120104776),3,0.0909090909090909,Rennweg,12a,,2,0.25,435,0.5912806539509536,28,0.84375,0,35,0,1,0,0,3,0,0
4547519,POINT (16.36923592225064 48.211322729912496),1,0.0,Judenplatz,,,2,0.25,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4547519,POINT (16.36923592225064 48.211322729912496),1,0.0,Judenplatz,,,2,0.25,715,0.9727520435967304,11,0.3125,0,26,0,3,1,0,2,0,0
4547520,POINT (16.378780628937765 48.19882130490211),3,0.0909090909090909,Traungasse,7,,1,0.0,643,0.8746594005449592,33,1.0,0,18,0,3,0,0,2,0,0
4547521,POINT (16.367770790228008 48.19231211962788),4,0.1363636363636363,Mayerhofgasse,11,,2,0.25,630,0.8569482288828338,27,0.8125,0,81,0,3,0,0,2,0,0
4547521,POINT (16.367770790228008 48.19231211962788),4,0.1363636363636363,Mayerhofgasse,11,,2,0.25,61,0.0817438692098092,27,0.8125,2,-1,0,1,0,0,3,0,0
4547521,POINT (16.367770790228008 48.19231211962788),4,0.1363636363636363,Mayerhofgasse,11,,2,0.25,715,0.9727520435967304,27,0.8125,0,-1,0,3,0,0,2,0,0
4547522,POINT (16.38827715991194 48.19293412931436),3,0.0909090909090909,Hohlweggasse,,,1,0.0,211,0.2861035422343324,33,1.0,2,17,0,1,0,0,3,0,0
4547522,POINT (16.38827715991194 48.19293412931436),3,0.0909090909090909,Hohlweggasse,,,1,0.0,557,0.7574931880108992,33,1.0,0,19,0,3,0,0,2,0,0
4547523,POINT (16.39128729590202 48.1942204850357),3,0.0909090909090909,Boerhaavegasse,14,,2,0.25,630,0.8569482288828338,27,0.8125,0,18,0,3,0,0,2,0,0
4547523,POINT (16.39128729590202 48.1942204850357),3,0.0909090909090909,Boerhaavegasse,14,,2,0.25,211,0.2861035422343324,27,0.8125,2,17,0,1,0,0,3,0,0
4547523,POINT (16.39128729590202 48.1942204850357),3,0.0909090909090909,Boerhaavegasse,14,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547524,POINT (16.383986156328938 48.19511066950386),3,0.0909090909090909,Praetoriusgasse,,,1,0.0,39,0.0517711171662125,27,0.8125,2,75,0,1,0,0,3,0,0
4547524,POINT (16.383986156328938 48.19511066950386),3,0.0909090909090909,Praetoriusgasse,,,1,0.0,84,0.1130790190735694,27,0.8125,2,22,0,1,0,0,3,0,0
4547524,POINT (16.383986156328938 48.19511066950386),3,0.0909090909090909,Praetoriusgasse,,,1,0.0,257,0.3487738419618528,27,0.8125,2,44,0,1,0,0,3,0,0
4547524,POINT (16.383986156328938 48.19511066950386),3,0.0909090909090909,Praetoriusgasse,,,1,0.0,38,0.050408719346049,27,0.8125,2,75,0,1,0,0,3,0,0
4547524,POINT (16.383986156328938 48.19511066950386),3,0.0909090909090909,Praetoriusgasse,,,1,0.0,99,0.1335149863760218,27,0.8125,2,22,0,1,0,0,3,0,0
4547524,POINT (16.383986156328938 48.19511066950386),3,0.0909090909090909,Praetoriusgasse,,,1,0.0,94,0.1267029972752043,27,0.8125,2,22,0,1,0,0,3,0,0
4547525,POINT (16.2183314477488 48.21198783574936),14,0.5909090909090909,Buchbergstraße,5,,4,0.75,460,0.6253405994550408,33,1.0,1,4,0,2,0,0,1,3,0
4547526,POINT (16.38031822688621 48.197268383748735),3,0.0909090909090909,Marokkanergasse,25,,1,0.0,685,0.9318801089918256,27,0.8125,0,73,0,3,0,0,2,0,0
4547527,POINT (16.388904775861036 48.201426660737376),3,0.0909090909090909,Karl-Borromäus-Platz,,,1,0.0,715,0.9727520435967304,27,0.8125,0,21,0,3,0,0,2,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,422,0.5735694822888283,27,0.8125,0,35,0,1,0,0,3,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,61,0.0817438692098092,27,0.8125,2,22,0,1,0,0,3,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,715,0.9727520435967304,27,0.8125,0,21,0,3,0,0,2,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,461,0.6267029972752044,27,0.8125,0,20,0,1,0,0,3,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,211,0.2861035422343324,27,0.8125,2,17,0,1,0,0,3,0,0
4547528,POINT (16.3888915119501 48.1950336542335),3,0.0909090909090909,Stanislausgasse,2,4,2,0.25,361,0.4904632152588555,27,0.8125,2,74,0,1,0,0,3,0,0
4547529,POINT (16.361348623334493 48.21457470657164),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,162,0.2193460490463215,27,0.8125,2,-1,0,1,0,0,3,0,0
4547530,POINT (16.388270222038887 48.187739074682746),3,0.0909090909090909,Landstraßer Gürtel (Schweizergarten),,,2,0.25,630,0.8569482288828338,27,0.8125,0,18,0,3,0,0,2,0,0
4547530,POINT (16.388270222038887 48.187739074682746),3,0.0909090909090909,Landstraßer Gürtel (Schweizergarten),,,2,0.25,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547531,POINT (16.368920261318614 48.211785323419235),1,0.0,Drahtgasse,3,,2,0.25,125,0.1689373297002724,15,0.4375,2,3,0,0,1,0,0,0,0
4547531,POINT (16.368920261318614 48.211785323419235),1,0.0,Drahtgasse,3,,2,0.25,319,0.433242506811989,15,0.4375,2,2,0,0,1,0,0,0,0
4547532,POINT (16.33228397723733 48.21687516343085),17,0.7272727272727273,Kalvarienberggasse,28,,1,0.0,715,0.9727520435967304,27,0.8125,1,5,1,2,0,2,1,0,1
4547532,POINT (16.33228397723733 48.21687516343085),17,0.7272727272727273,Kalvarienberggasse,28,,1,0.0,388,0.5272479564032698,27,0.8125,1,-1,1,2,0,2,1,0,0
4547533,POINT (16.341154364558758 48.19301454507918),6,0.2272727272727272,Aegidigasse,13,,2,0.25,650,0.8841961852861036,21,0.625,0,131,0,3,0,0,2,0,0
4547533,POINT (16.341154364558758 48.19301454507918),6,0.2272727272727272,Aegidigasse,13,,2,0.25,319,0.433242506811989,21,0.625,2,104,0,1,0,0,3,0,0
4547534,POINT (16.429596552517143 48.161074799004986),11,0.4545454545454545,Simmeringer Hauptstraße,196,,1,0.0,382,0.5190735694822889,32,0.96875,1,-1,0,1,0,0,1,0,0
4547535,POINT (16.343021307304863 48.16113534273417),10,0.4090909090909091,Inzersdorf (Wienerberger Ziegeleien),,,3,0.5,232,0.3147138964577656,27,0.8125,2,46,0,1,0,0,3,0,0
4547536,POINT (16.459541751791654 48.1582656784987),11,0.4545454545454545,Rzehakgasse,,,1,0.0,103,0.1389645776566757,33,1.0,2,-1,0,1,0,0,3,0,0
4547537,POINT (16.42034043596747 48.13174512925856),10,0.4090909090909091,Klederinger Straße,,,1,0.0,174,0.2356948228882834,27,0.8125,2,55,0,1,0,0,3,0,0
4547538,POINT (16.369782387379512 48.21088150800488),1,0.0,Kurrentgasse,4,8,2,0.25,422,0.5735694822888283,11,0.3125,0,13,0,0,1,0,0,0,0
4547538,POINT (16.369782387379512 48.21088150800488),1,0.0,Kurrentgasse,4,8,2,0.25,120,0.162125340599455,11,0.3125,2,3,0,0,1,0,0,0,0
4547538,POINT (16.369782387379512 48.21088150800488),1,0.0,Kurrentgasse,4,8,2,0.25,319,0.433242506811989,11,0.3125,2,2,0,0,1,0,0,0,0
4547539,POINT (16.39063027800196 48.202222359151314),3,0.0909090909090909,Landstraßer Hauptstraße,56,,1,0.0,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547540,POINT (16.4167036754288 48.1743618302441),11,0.4545454545454545,Krausegasse,1,,3,0.5,428,0.5817438692098093,21,0.625,1,33,0,2,0,0,3,0,0
4547541,POINT (16.39298032600288 48.192415822479845),3,0.0909090909090909,Steingasse,33,40,3,0.5,68,0.0912806539509536,28,0.84375,2,22,0,1,0,0,3,0,0
4547541,POINT (16.39298032600288 48.192415822479845),3,0.0909090909090909,Steingasse,33,40,3,0.5,319,0.433242506811989,28,0.84375,2,16,0,1,0,0,3,0,0
4547541,POINT (16.39298032600288 48.192415822479845),3,0.0909090909090909,Steingasse,33,40,3,0.5,211,0.2861035422343324,28,0.84375,2,17,0,1,0,0,3,0,0
4547541,POINT (16.39298032600288 48.192415822479845),3,0.0909090909090909,Steingasse,33,40,3,0.5,457,0.6212534059945504,28,0.84375,0,20,0,1,0,0,3,0,0
4547542,POINT (16.386368166146752 48.194420312361245),3,0.0909090909090909,Rennweg,,,1,0.0,319,0.433242506811989,28,0.84375,2,16,0,1,0,0,3,0,0
4547543,POINT (16.383823367514797 48.19475772546188),3,0.0909090909090909,Praetoriusgasse,,,1,0.0,60,0.0803814713896457,27,0.8125,2,22,0,1,0,0,3,0,0
4547544,POINT (16.34168670266293 48.1596088660649),10,0.4090909090909091,"Wienerberg, Inzersdorf",,,3,0.5,234,0.3174386920980926,27,0.8125,2,46,0,1,0,0,3,0,0
4547544,POINT (16.34168670266293 48.1596088660649),10,0.4090909090909091,"Wienerberg, Inzersdorf",,,3,0.5,530,0.720708446866485,27,0.8125,0,-1,0,3,0,0,2,0,0
4547544,POINT (16.34168670266293 48.1596088660649),10,0.4090909090909091,"Wienerberg, Inzersdorf",,,3,0.5,319,0.433242506811989,27,0.8125,2,47,0,1,0,0,3,0,0
4547544,POINT (16.34168670266293 48.1596088660649),10,0.4090909090909091,"Wienerberg, Inzersdorf",,,3,0.5,457,0.6212534059945504,27,0.8125,0,48,0,1,0,0,3,0,0
4547545,POINT (16.363316057854227 48.151174987360584),10,0.4090909090909091,Laxenburger Straße (Wiener Eisenbahn AG),,,3,0.5,319,0.433242506811989,32,0.96875,2,47,0,1,0,0,3,0,0
